Entrez Gene IDA	Symbol A	Entrez Gene IDB	Symbol B
85403	EAF1	222389	BEND7
8976	WASL	9025	RNF8
8502	PKP4	84959	UBASH3B
6607	SMN2	9360	PPIG
2553	GABPB1	7186	TRAF2
3841	KPNA5	10541	ANP32B
9111	NMI	23028	KDM1A
23028	KDM1A	56658	TRIM39
7572	ZNF24	11043	MID2
11043	MID2	51619	UBE2D4
11043	MID2	81853	TMEM14B
8434	RECK	80817	CEP44
4105	MAGEA6	283385	MORN3
3846	KRTAP5-9	9586	CREB5
9586	CREB5	29124	LGALS13
84456	L3MBTL3	84456	L3MBTL3
81567	TXNDC5	117177	RAB3IP
10228	STX6	63908	NAPB
4253	CTAGE5	153657	TTC23L
23132	RAD54L2	29883	CNOT7
6189	RPS3A	10488	CREB3
10318	TNIP1	79635	CCDC121
5987	TRIM27	54955	C1orf109
4739	NEDD9	5987	TRIM27
5987	TRIM27	79696	ZC2HC1C
5987	TRIM27	81926	FAM108A1
5987	TRIM27	59286	UBL5
5987	TRIM27	147687	ZNF417
5987	TRIM27	51765	MST4
54458	PRR13	84708	LNX1
6133	RPL9	653121	ZBTB8A
5877	RABIF	27300	ZNF544
9753	ZSCAN12	24144	TFIP11
9753	ZSCAN12	55888	ZNF167
8611	PPAP2A	10488	CREB3
23201	FAM168A	78990	OTUB2
23201	FAM168A	26039	SS18L1
23201	FAM168A	84959	UBASH3B
23201	FAM168A	54461	FBXW5
202559	KHDRBS2	202559	KHDRBS2
81853	TMEM14B	202559	KHDRBS2
11016	ATF7	53615	MBD3
1521	CTSW	10488	CREB3
2257	FGF12	151871	DPPA2
8631	SKAP1	140735	DYNLL2
4618	MYF6	6938	TCF12
6938	TCF12	122786	FRMD6
705	BYSL	9618	TRAF4
705	BYSL	7205	TRIP6
23636	NUP62	155465	AGR3
23636	NUP62	284058	KANSL1
4088	SMAD3	11060	WWP2
83755	KRTAP4-12	93185	IGSF8
1196	CLK2	6733	SRPK2
79959	CEP76	128977	C22orf39
7067	THRA	79959	CEP76
57456	KIAA1143	79959	CEP76
58516	FAM60A	79959	CEP76
51765	MST4	79959	CEP76
4656	MYOG	130502	TTC32
6293	VPS52	79874	RABEP2
84445	LZTS2	389741	MGC21881
892	CCNC	2239	GPC4
57727	NCOA5	57727	NCOA5
1808	DPYSL2	1808	DPYSL2
3775	KCNK1	10488	CREB3
84285	EIF1AD	151871	DPPA2
10301	DLEU1	57120	GOPC
3796	KIF2A	55132	LARP1B
81853	TMEM14B	83988	NCALD
8601	RGS20	81926	FAM108A1
58491	ZNF71	117178	SSX2IP
9482	STX8	10488	CREB3
373	TRIM23	389741	MGC21881
373	TRIM23	5144	PDE4D
373	TRIM23	29994	BAZ2B
10488	CREB3	79901	CYBRD1
358	AQP1	10488	CREB3
51440	HPCAL4	348487	FAM131C
23338	PHF15	84289	ING5
7185	TRAF1	90874	ZNF697
7185	TRAF1	167826	OLIG3
7185	TRAF1	81926	FAM108A1
7185	TRAF1	85302	FBF1
7185	TRAF1	164592	CCDC116
595	CCND1	10048	RANBP9
595	CCND1	1026	CDKN1A
63978	PRDM14	91647	ATPAF2
5413	SEPT5	79666	PLEKHF2
57326	PBXIP1	64395	GMCL1
7325	UBE2E2	9666	DZIP3
7325	UBE2E2	56658	TRIM39
10320	IKZF1	64396	GMCL1P1
10513	APPBP2	147746	HIPK4
1164	CKS2	8548	BLZF1
5684	PSMA3	5684	PSMA3
22929	SEPHS1	91614	DEPDC7
3939	LDHA	3945	LDHB
10253	SPRY2	81853	TMEM14B
506	ATP5B	91647	ATPAF2
7329	UBE2I	26036	ZNF451
26036	ZNF451	55038	CDCA4
29979	UBQLN1	55742	PARVA
14	AAMP	55216	C11orf57
7681	MKRN3	84080	C16orf48
7681	MKRN3	55216	C11orf57
1522	CTSZ	3846	KRTAP5-9
11339	OIP5	54069	MIS18A
4105	MAGEA6	7726	TRIM26
3846	KRTAP5-9	59277	NTN4
3846	KRTAP5-9	6687	SPG7
3846	KRTAP5-9	81926	FAM108A1
3846	KRTAP5-9	84221	C21orf56
29911	HOOK2	55554	KLK15
11030	RBPMS	57459	GATAD2B
10253	SPRY2	53347	UBASH3A
1912	PHC2	4004	LMO1
2275	FHL3	145946	SPATA8
2239	GPC4	10142	AKAP9
116173	CMTM5	148103	ZNF599
29781	NCAPH2	130502	TTC32
22929	SEPHS1	55038	CDCA4
56952	PRTFDC1	81853	TMEM14B
10488	CREB3	81853	TMEM14B
2275	FHL3	81853	TMEM14B
57085	AGTRAP	81853	TMEM14B
28227	PPP2R3B	81853	TMEM14B
11030	RBPMS	145946	SPATA8
1933	EEF1B2	1937	EEF1G
84975	MFSD5	90993	CREB3L1
8892	EIF2B2	203228	C9orf72
51142	CHCHD2	84126	ATRIP
10615	SPAG5	23503	ZFYVE26
4739	NEDD9	63948	DMRTB1
4739	NEDD9	7024	TFCP2
4739	NEDD9	54971	BANP
2274	FHL2	391257	SUMO1P1
29781	NCAPH2	83538	TTC25
5204	PFDN5	10241	CALCOCO2
1856	DVL2	7170	TPM3
7170	TPM3	8379	MAD1L1
7170	TPM3	127703	C1orf216
2801	GOLGA2	285172	FAM126B
2801	GOLGA2	58155	PTBP2
2801	GOLGA2	79169	C1orf35
2801	GOLGA2	81926	FAM108A1
1974	EIF4A2	2801	GOLGA2
6285	S100B	441521	CT45A5
27111	SDCBP2	441521	CT45A5
10488	CREB3	441521	CT45A5
6628	SNRPB	222546	RFX6
10615	SPAG5	201181	ZNF385C
27111	SDCBP2	441519	CT45A3
5987	TRIM27	9929	JOSD1
1856	DVL2	3104	ZBTB48
7288	TULP2	23281	MTUS2
4107	MAGEA8	23424	TDRD7
23281	MTUS2	57088	PLSCR4
80321	CEP70	84775	ZNF607
7726	TRIM26	55145	THAP1
9111	NMI	58516	FAM60A
387	RHOA	9750	FAM65B
10320	IKZF1	26240	FAM50B
9457	FHL5	10126	DNAL4
9144	SYNGR2	89885	FATE1
78992	YIPF2	89885	FATE1
638	BIK	89885	FATE1
8834	TMEM11	89885	FATE1
89885	FATE1	201895	C4orf34
89885	FATE1	145957	NRG4
6500	SKP1	26234	FBXL5
868	CBLB	8440	NCK2
9129	PRPF3	56658	TRIM39
25988	HINFP	56658	TRIM39
4188	MDFI	90594	ZNF439
22981	NINL	147687	ZNF417
329	BIRC2	81926	FAM108A1
7186	TRAF2	91544	UBXN11
7329	UBE2I	84528	RHOXF2
4800	NFYA	9747	FAM115A
7050	TGIF1	126308	MOB3A
1468	SLC25A10	4188	MDFI
10152	ABI2	339834	CCDC36
63948	DMRTB1	553115	PEF1
10488	CREB3	394261	KLHL30-AS1
85376	RIMBP3	113878	DTX2
11063	SOX30	154313	C6orf165
10488	CREB3	22908	SACM1L
4001	LMNB1	9063	PIAS2
23204	ARL6IP1	55204	GOLPH3L
51421	AMOTL2	54927	CHCHD3
11274	USP18	28978	TMEM14A
5859	QARS	113878	DTX2
664	BNIP3	665	BNIP3L
3611	ILK	55742	PARVA
7024	TFCP2	54954	FAM120C
10488	CREB3	51715	RAB23
2239	GPC4	81926	FAM108A1
10919	EHMT2	81926	FAM108A1
4188	MDFI	389741	MGC21881
2203	FBP1	2203	FBP1
2444	FRK	10262	SF3B4
7205	TRIP6	7414	VCL
10483	SEC23B	133619	PRRC1
26984	SEC22A	113878	DTX2
79095	C9orf16	90423	ATP6V1E2
8115	TCL1A	10241	CALCOCO2
9610	RIN1	10241	CALCOCO2
10241	CALCOCO2	51564	HDAC7
10241	CALCOCO2	84904	C9orf100
9051	PSTPIP1	55284	UBE2W
9782	MATR3	58155	PTBP2
29907	SNX15	92840	REEP6
5152	PDE9A	7023	TFAP4
5892	RAD51D	10320	IKZF1
1641	DCX	10320	IKZF1
744	MPPED2	10320	IKZF1
1856	DVL2	79159	NOL12
1856	DVL2	10289	EIF1B
1856	DVL2	55110	MAGOHB
8945	BTRC	64798	DEPTOR
10946	SF3A3	140691	TRIM69
5709	PSMD3	81853	TMEM14B
6774	STAT3	6850	SYK
3177	SLC29A2	10488	CREB3
5910	RAP1GDS1	22827	PUF60
22827	PUF60	29115	SAP30BP
7186	TRAF2	29781	NCAPH2
7329	UBE2I	9319	TRIP13
7329	UBE2I	57085	AGTRAP
8892	EIF2B2	84108	PCGF6
8260	NAA10	10488	CREB3
10488	CREB3	11161	C14orf1
10488	CREB3	54947	LPCAT2
9260	PDLIM7	11060	WWP2
7456	WIPF1	11060	WWP2
9129	PRPF3	653121	ZBTB8A
7812	CSDE1	83638	C11orf68
5300	PIN1	170463	SSBP4
9783	RIMS3	10488	CREB3
10488	CREB3	78988	MRP63
3386	ICAM4	10488	CREB3
3142	HLX	10241	CALCOCO2
9413	FAM189A2	10241	CALCOCO2
10488	CREB3	78992	YIPF2
9802	DAZAP2	54033	RBM11
638	BIK	10488	CREB3
6285	S100B	84277	DNAJC30
6275	S100A4	6285	S100B
6285	S100B	54461	FBXW5
6285	S100B	92856	IMP4
6285	S100B	55216	C11orf57
51608	GET4	114984	FLYWCH2
29781	NCAPH2	203068	TUBB
5705	PSMC5	7138	TNNT1
203068	TUBB	266740	MAGEA2B
6449	SGTA	114904	C1QTNF6
6442	SGCA	6449	SGTA
55734	ZFP64	64782	AEN
7106	TSPAN4	10488	CREB3
10615	SPAG5	84080	C16orf48
9521	EEF1E1	26151	NAT9
9531	BAG3	26353	HSPB8
3866	KRT15	9894	TELO2
27111	SDCBP2	51538	ZCCHC17
1602	DACH1	79169	C1orf35
8834	TMEM11	90993	CREB3L1
23281	MTUS2	79696	ZC2HC1C
5886	RAD23A	7205	TRIP6
10253	SPRY2	80270	HSD3B7
10488	CREB3	80777	CYB5B
10105	PPIF	54971	BANP
10488	CREB3	56475	RPRM
5682	PSMA1	23281	MTUS2
84080	C16orf48	246329	STAC3
7286	TUFT1	7791	ZYX
7791	ZYX	84816	RTN4IP1
6626	SNRPA	11338	U2AF2
6919	TCEA2	79036	KXD1
23710	GABARAPL1	79036	KXD1
3190	HNRNPK	27316	RBMX
23479	ISCU	54550	NECAB2
3190	HNRNPK	116173	CMTM5
10425	ARIH2	80125	CCDC33
8985	PLOD3	117177	RAB3IP
7138	TNNT1	7168	TPM1
1329	COX5B	54906	FAM208B
6839	SUV39H1	29911	HOOK2
4188	MDFI	284058	KANSL1
29911	HOOK2	284058	KANSL1
24144	TFIP11	284058	KANSL1
527	ATP6V0C	10488	CREB3
85013	TMEM128	90993	CREB3L1
24144	TFIP11	64745	METTL17
4188	MDFI	26508	HEYL
4188	MDFI	84527	ZNF559
84283	TMEM79	84283	TMEM79
402	ARL2	5147	PDE6D
79760	GEMIN7	79833	GEMIN6
4188	MDFI	81926	FAM108A1
10488	CREB3	51540	SCLY
24144	TFIP11	84988	PPP1R16A
801	CALM1	401152	C4orf3
58500	ZNF250	79666	PLEKHF2
5013	OTX1	84661	DPY30
2275	FHL3	121268	RHEBL1
2275	FHL3	23281	MTUS2
10541	ANP32B	60343	FAM3A
6794	STK11	55773	TBC1D23
57085	AGTRAP	84191	FAM96A
25816	TNFAIP8	79666	PLEKHF2
10488	CREB3	94101	ORMDL1
5349	FXYD3	10488	CREB3
5349	FXYD3	90993	CREB3L1
10318	TNIP1	29922	NME7
29922	NME7	84708	LNX1
3091	HIF1A	6759	SSX4
2993	GYPA	10488	CREB3
27258	LSM3	57819	LSM2
10136	CELA3A	10488	CREB3
10488	CREB3	55973	BCAP29
10488	CREB3	55974	SLC50A1
6303	SAT1	22980	TCF25
5441	POLR2L	8161	COIL
8417	STX7	10488	CREB3
6810	STX4	8417	STX7
10488	CREB3	114569	MAL2
10488	CREB3	53826	FXYD6
10488	CREB3	113452	TMEM54
55734	ZFP64	90933	TRIM41
3603	IL16	24144	TFIP11
10801	SEPT9	23157	SEPT6
2274	FHL2	3055	HCK
10488	CREB3	28978	TMEM14A
7454	WAS	9322	TRIP10
10133	OPTN	51019	CCDC53
9413	FAM189A2	10133	OPTN
6919	TCEA2	10318	TNIP1
51228	GLTP	116173	CMTM5
10488	CREB3	51465	UBE2J1
10488	CREB3	10668	CGRRF1
60	ACTB	1073	CFL2
8557	TCAP	89884	LHX4
4712	NDUFB6	10488	CREB3
10488	CREB3	94107	TMEM203
10488	CREB3	55851	PSENEN
6668	SP2	54971	BANP
7148	TNXB	54971	BANP
9391	CIAO1	64210	MMS19
9554	SEC22B	10488	CREB3
7104	TM4SF4	10488	CREB3
10245	TIMM17B	10488	CREB3
10488	CREB3	55273	TMEM100
10488	CREB3	80221	ACSF2
10488	CREB3	91252	SLC39A13
10488	CREB3	145957	NRG4
10488	CREB3	91782	CHMP7
10159	ATP6AP2	10488	CREB3
10488	CREB3	80704	SLC19A3
10488	CREB3	84179	MFSD7
10488	CREB3	58515	SELK
211	ALAS1	57634	EP400
10488	CREB3	27040	LAT
10488	CREB3	11094	CACFD1
26	ABP1	220002	CYBASC3
10318	TNIP1	55388	MCM10
1196	CLK2	79753	SNIP1
1731	SEPT1	124404	SEPT12
60490	PPCDC	60490	PPCDC
79571	GCC1	92822	ZNF276
79912	PYROXD1	139596	UPRT
810	CALML3	79763	ISOC2
92822	ZNF276	653121	ZBTB8A
23392	KIAA0368	57085	AGTRAP
23281	MTUS2	85865	GTPBP10
8576	STK16	80125	CCDC33
80022	MYO15B	222389	BEND7
220108	FAM124A	222389	BEND7
27232	GNMT	51564	HDAC7
9814	SFI1	284001	CCDC57
23281	MTUS2	23281	MTUS2
