Entrez Gene IDA	Symbol A	Entrez Gene IDB	Symbol B
84661	LOC84661	84661	LOC84661
84680	PHACS	84680	PHACS
84705	GTPBP3	9129	PRPF3
84705	GTPBP3	26150	RIBC2
84705	GTPBP3	50717	WDR42A
84705	GTPBP3	57097	PARP11
84705	GTPBP3	58516	FAM60A
84705	GTPBP3	84705	GTPBP3
84707	BEX2	4110	MAGEA11
84707	BEX2	11007	DIPA
84707	BEX2	83755	KRTAP4-12
84708	LNX	373	TRIM23
84708	LNX	1635	DCTD
84708	LNX	1857	DVL3
84708	LNX	2203	FBP1
84708	LNX	2275	FHL3
84708	LNX	3866	KRT15
84708	LNX	4110	MAGEA11
84708	LNX	5050	PAFAH1B3
84708	LNX	5092	PCBD1
84708	LNX	6303	SAT
84708	LNX	6426	SFRS1
84708	LNX	7186	TRAF2
84708	LNX	7965	JTV1
84708	LNX	9319	TRIP13
84708	LNX	10241	NDP52
84708	LNX	10521	DDX17
84708	LNX	10567	RABAC1
84708	LNX	10606	PAICS
84708	LNX	10656	KHDRBS3
84708	LNX	10919	BAT8
84708	LNX	11007	DIPA
84708	LNX	22934	RPIA
84708	LNX	23099	ZNF297B
84708	LNX	23641	LDOC1
84708	LNX	25788	RAD54B
84708	LNX	27316	RBMX
84708	LNX	51074	MMRP19
84708	LNX	51076	CUTC
84708	LNX	54550	EFCBP2
84708	LNX	55068	FLJ10094
84708	LNX	55122	C6orf166
84708	LNX	55577	NAGK
84708	LNX	55722	Cep72
84708	LNX	59349	KLHL12
84708	LNX	65220	FLJ13052
84708	LNX	79036	MGC2749
84708	LNX	79734	KCTD17
84708	LNX	81628	TSC22D4
84708	LNX	83755	KRTAP4-12
84726	KIAA0515	10919	BAT8
84733	CBX2	4188	MDFI
84733	CBX2	83755	KRTAP4-12
84759	PCGF1	10241	NDP52
84766	MGC4266	23650	TRIM29
84767	TRIM51	4110	MAGEA11
84767	TRIM51	9810	RNF40
84767	TRIM51	10253	SPRY2
84775	ZNF607	4188	MDFI
84812	PLCD4	51194	IPO11
84812	PLCD4	56658	TRIM39
84816	RTN4IP1	23265	EXOC7
84816	RTN4IP1	51729	WBP11
84832	MGC12538	3866	KRT15
84832	MGC12538	7186	TRAF2
84832	MGC12538	54474	KRT20
84838	ZNF496	407	ARR3
84838	ZNF496	55663	FLJ20626
84864	MINA	84864	MINA
84872	FLJ14451	11030	RBPMS
84872	FLJ14451	84872	FLJ14451
84888	SPPL2A	6449	SGTA
84894	LRRN6A	30008	EFEMP2
84894	LRRN6A	83755	KRTAP4-12
84904	C9orf100	1856	DVL2
84904	C9orf100	11030	RBPMS
84967	LSM10	27258	LSM3
84970	MGC15882	8615	VDP
84970	MGC15882	9802	DAZAP2
84970	MGC15882	11030	RBPMS
84984	MGC14126	11158	RABL2B
84984	MGC14126	79036	MGC2749
84988	PPP1R16A	7205	TRIP6
84991	RBM17	6303	SAT
84993	BMSC-UbP	2067	ERCC1
84993	BMSC-UbP	5886	RAD23A
85007	MGC15875	85007	MGC15875
85019	C18orf45	4188	MDFI
85027	NID67	26580	BSCL2
85302	FBF1	5987	RFP
85302	FBF1	7186	TRAF2
85302	FBF1	10241	NDP52
85302	FBF1	11007	DIPA
85302	FBF1	23650	TRIM29
85302	FBF1	27229	76P
85302	FBF1	55662	HIF1AN
85302	FBF1	79571	GCC1
85302	FBF1	83878	USHBP1
85302	FBF1	84528	PEPP-2
85302	FBF1	84680	PHACS
85359	DGCR6L	3866	KRT15
85359	DGCR6L	3880	KRT19
85359	DGCR6L	51562	MBIP
85359	DGCR6L	54550	EFCBP2
85359	DGCR6L	55663	FLJ20626
85359	DGCR6L	84062	DTNBP1
85362	C20orf158	1857	DVL3
85362	C20orf158	3190	HNRPK
85362	C20orf158	6426	SFRS1
85362	C20orf158	11059	WWP1
85362	C20orf158	11060	WWP2
85465	SELI	2130	EWSR1
85865	LOC85865	54550	EFCBP2
89797	NAV2	9063	PIAS2
89797	NAV2	84289	ING5
89866	RGPR	6396	SEC13L1
89882	NYD-SP25	4782	NFIC
89885	FATE1	2010	EMD
89885	FATE1	7186	TRAF2
89885	FATE1	83878	USHBP1
90060	JM11	3866	KRT15
90060	JM11	4188	MDFI
90060	JM11	9266	PSCD2
90060	JM11	9802	DAZAP2
90060	JM11	11007	DIPA
90060	JM11	83878	USHBP1
90121	RP1-112K5.2	6231	RPS26
90268	LOC90268	1856	DVL2
90410	IFT20	10152	ABI2
90410	IFT20	11277	TREX1
90410	IFT20	23265	EXOC7
90410	IFT20	79036	MGC2749
90410	IFT20	85302	FBF1
90594	ZNF439	4188	MDFI
90594	ZNF439	83755	KRTAP4-12
90678	LRSAM1	7251	TSG101
90933	TRIM41	10127	ZNF263
90933	TRIM41	25888	ZNF473
91056	DKFZp761E198	9260	PDLIM7
91056	DKFZp761E198	10241	NDP52
91544	SOC	7186	TRAF2
91782	CHMP7	5050	PAFAH1B3
92070	MGC21675	5359	PLSCR1
92595	MGC13138	4188	MDFI
92595	MGC13138	5359	PLSCR1
92595	MGC13138	11007	DIPA
92595	MGC13138	51684	SUFU
92595	MGC13138	83755	KRTAP4-12
92610	TIFA	1856	DVL2
92610	TIFA	7186	TRAF2
92610	TIFA	8907	AP1M1
92610	TIFA	27111	SDCBP2
92610	TIFA	60491	NIF3L1
92610	TIFA	79873	FLJ22494
92610	TIFA	84708	LNX
92667	C20orf72	4110	MAGEA11
92815	HIST3H2A	8115	TCL1A
92840	C19orf32	84067	DKFZP566M1046
93474	ZNF670	26128	KIAA1279
93487	C14orf32	2130	EWSR1
93487	C14orf32	7329	UBE2I
93487	C14orf32	10016	PDCD6
93487	C14orf32	84970	MGC15882
93487	C14orf32	93487	C14orf32
94039	ZNF101	4188	MDFI
94039	ZNF101	10241	NDP52
94121	SYTL4	11007	DIPA
112483	SAT2	6303	SAT
112858	TP53RK	10241	NDP52
112858	TP53RK	51002	CGI-121
112869	LOC112869	3866	KRT15
112869	LOC112869	10474	TADA3L
113655	LOC113655	4188	MDFI
113655	LOC113655	10513	APPBP2
113675	SDSL	27229	76P
113675	SDSL	113675	SDSL
113878	DTX2	3241	HPCAL1
113878	DTX2	5359	PLSCR1
113878	DTX2	7447	VSNL1
113878	DTX2	9319	TRIP13
113878	DTX2	11030	RBPMS
113878	DTX2	23413	FREQ
113878	DTX2	51440	HPCAL4
113878	DTX2	51619	UBE2D4
113878	DTX2	83988	NCALD
113878	DTX2	84528	PEPP-2
114088	TRIM9	4687	NCF1
114088	TRIM9	7408	VASP
114088	TRIM9	8945	BTRC
114327	EFHC1	56159	TEX11
114822	RHPN1	3866	KRT15
114822	RHPN1	4591	TRIM37
114822	RHPN1	10241	NDP52
114822	RHPN1	30008	EFEMP2
114823	LENG8	6606	SMN1
114823	LENG8	84528	PEPP-2
114897	C1QTNF1	6449	SGTA
114908	PORIMIN	4110	MAGEA11
114932	MRFAP1L1	7257	TSNAX
114932	MRFAP1L1	10933	MORF4L1
115265	DDIT4L	6637	SNRPG
115362	GBP5	115362	GBP5
115572	FAM46B	84528	PEPP-2
115704	EVI5L	79873	FLJ22494
115761	ARL11	9319	TRIP13
115817	DHRS1	4188	MDFI
115817	DHRS1	5359	PLSCR1
116071	MGC20410	9802	DAZAP2
116225	ZMYND19	7138	TNNT1
116225	ZMYND19	26061	HPCL2
116349	LOC116349	7186	TRAF2
116349	LOC116349	7205	TRIP6
116461	C1orf19	84224	AE2
117144	CATSPER1	4188	MDFI
117144	CATSPER1	7205	TRIP6
117144	CATSPER1	26511	CHIC2
117144	CATSPER1	30008	EFEMP2
117144	CATSPER1	54507	TSRC1
117144	CATSPER1	57596	KIAA1446
117144	CATSPER1	83755	KRTAP4-12
117177	RAB3IP	5866	RAB3IL1
117246	FTSJ3	4115	MAGEB4
117246	FTSJ3	6303	SAT
118426	LOH12CR1	22827	SIAHBP1
119369	C10orf98	6291	SAA4
121268	RHEBL1	10907	TXNL4A
121536	AEBP2	23641	LDOC1
122786	C14orf31	4292	MLH1
122786	C14orf31	11228	C12orf2
122786	C14orf31	81628	TSC22D4
123887	ZG16	6449	SGTA
124460	SLIC1	4110	MAGEA11
124460	SLIC1	59349	KLHL12
125170	SMCR7	9491	PSMF1
125170	SMCR7	10567	RABAC1
125170	SMCR7	29979	UBQLN1
126070	ZNF440	4188	MDFI
126070	ZNF440	83755	KRTAP4-12
126282	MGC17791	1857	DVL3
126961	HIST2H3C	4678	NASP
127557	ZBTB8	1173	AP2M1
127557	ZBTB8	1856	DVL2
127557	ZBTB8	3104	HKR3
127557	ZBTB8	8907	AP1M1
127557	ZBTB8	9513	FXR2
127557	ZBTB8	11143	MYST2
127557	ZBTB8	22976	PAXIP1
127557	ZBTB8	55388	MCM10
127557	ZBTB8	55885	LMO3
127557	ZBTB8	58500	ZNF250
127557	ZBTB8	79797	ZNF408
127557	ZBTB8	80022	MYO15B
127557	ZBTB8	80125	FLJ32855
127557	ZBTB8	80321	Cep70
127557	ZBTB8	84708	LNX
127557	ZBTB8	90933	TRIM41
127557	ZBTB8	92822	ZFP276
127557	ZBTB8	127557	ZBTB8
127703	FLJ38984	3866	KRT15
127703	FLJ38984	5706	PSMC6
127703	FLJ38984	23281	KIAA0774
127703	FLJ38984	83878	USHBP1
128229	SSTK-IP	1838	DTNB
128866	CHMP4B	7329	UBE2I
129807	NEU4	5359	PLSCR1
129807	NEU4	11030	RBPMS
129807	NEU4	84528	PEPP-2
130013	ACMSD	4110	MAGEA11
130540	ALS2CR12	6820	SULT2B1
130617	LOC130617	9802	DAZAP2
130951	LOC130951	1406	CRX
132158	GLYCTK	9319	TRIP13
134510	MGC10067	5708	PSMD2
134510	MGC10067	81628	TSC22D4
135927	C7orf34	3104	HKR3
138046	LOC138046	2130	EWSR1
138046	LOC138046	3183	HNRPC
138046	LOC138046	9513	FXR2
138046	LOC138046	10445	MCRS1
138046	LOC138046	11007	DIPA
138046	LOC138046	54976	C20orf27
138046	LOC138046	55145	THAP1
138046	LOC138046	55285	FLJ11016
138046	LOC138046	55885	LMO3
138046	LOC138046	79797	ZNF408
138046	LOC138046	121536	AEBP2
138046	LOC138046	138046	LOC138046
138065	RNF183	2130	EWSR1
138065	RNF183	2203	FBP1
138065	RNF183	25900	HOM-TES-103
138065	RNF183	79036	MGC2749
138065	RNF183	89885	FATE1
139596	RP11-311P8.3	79912	FLJ22028
140462	ASB9	1152	CKB
140462	ASB9	55662	HIF1AN
140576	S100A16	57402	S100A14
140691	RNF36	4103	MAGEA4
140735	Dlc2	331	BIRC4
140735	Dlc2	1780	DNCI1
140735	Dlc2	2130	EWSR1
140735	Dlc2	9454	HOMER3
140735	Dlc2	9721	KIAA0514
140735	Dlc2	10126	DNAL4
140735	Dlc2	56906	THAP10
140885	PTPNS1	8996	NOL3
140885	PTPNS1	23321	TRIM2
143241	LOC143241	8382	NME5
143241	LOC143241	11043	MID2
143241	LOC143241	83878	USHBP1
143241	LOC143241	84661	LOC84661
143379	C10orf82	56159	TEX11
143684	MGC33371	83755	KRTAP4-12
146849	FLJ32734	81628	TSC22D4
147339	C18orf25	7329	UBE2I
147687	ZNF417	4188	MDFI
147687	ZNF417	4591	TRIM37
147687	ZNF417	11007	DIPA
147687	ZNF417	23099	ZNF297B
147687	ZNF417	55722	Cep72
147687	ZNF417	57596	KIAA1446
147687	ZNF417	83755	KRTAP4-12
147872	FLJ32658	55231	FLJ10786
148223	C19orf25	11007	DIPA
148223	C19orf25	79173	MGC11271
149371	EXOC8	3866	KRT15
149371	EXOC8	3875	KRT18
149371	EXOC8	3880	KRT19
149371	EXOC8	5108	PCM1
149371	EXOC8	6871	TADA2L
149371	EXOC8	9146	HGS
149371	EXOC8	11007	DIPA
149371	EXOC8	26258	PLDN
149371	EXOC8	54474	KRT20
149371	EXOC8	83878	USHBP1
150483	MGC27019	3866	KRT15
150483	MGC27019	4103	MAGEA4
151112	ZSWIM2	4110	MAGEA11
151254	ALS2CR11	4175	MCM6
151254	ALS2CR11	7431	VIM
151254	ALS2CR11	10534	SSSCA1
151254	ALS2CR11	11007	DIPA
151254	ALS2CR11	56159	TEX11
151613	TTC14	11007	DIPA
151871	DPPA2	1173	AP2M1
151871	DPPA2	1856	DVL2
151871	DPPA2	1857	DVL3
151871	DPPA2	8405	SPOP
151871	DPPA2	8985	PLOD3
151871	DPPA2	9513	FXR2
151871	DPPA2	11338	U2AF2
151871	DPPA2	27111	SDCBP2
151871	DPPA2	51534	C6orf55
151871	DPPA2	54819	ZCCHC10
151871	DPPA2	55209	FLJ10707
151871	DPPA2	55211	DPPA4
151871	DPPA2	55388	MCM10
151871	DPPA2	57326	PBXIP1
151871	DPPA2	58500	ZNF250
151871	DPPA2	64112	MOAP1
151871	DPPA2	151871	DPPA2
153733	MGC39633	11007	DIPA
154075	SAMD3	2189	FANCG
154313	C6orf165	4188	MDFI
154313	C6orf165	51444	RNF138
154313	C6orf165	91544	SOC
154865	FLJ35834	4188	MDFI
157773	FLJ25402	4188	MDFI
157773	FLJ25402	11007	DIPA
158471	C9orf65	2130	EWSR1
158471	C9orf65	57333	RCN3
159989	FLJ25393	3437	IFIT3
159989	FLJ25393	11007	DIPA
160140	MGC33948	7341	SUMO1
162681	C18orf54	4110	MAGEA11
163081	ZNF567	51776	ZAK
163882	FLJ32001	2130	EWSR1
164127	FLJ35728	3866	KRT15
164127	FLJ35728	4110	MAGEA11
164127	FLJ35728	4188	MDFI
164127	FLJ35728	9260	PDLIM7
164127	FLJ35728	10241	NDP52
164127	FLJ35728	11007	DIPA
164127	FLJ35728	79036	MGC2749
164127	FLJ35728	83755	KRTAP4-12
164312	C20orf75	4188	MDFI
164592	FLJ36046	4188	MDFI
164592	FLJ36046	11007	DIPA
164592	FLJ36046	83755	KRTAP4-12
168417	ZNF679	4188	MDFI
169792	GLIS3	51684	SUFU
169966	FAM46D	84528	PEPP-2
170082	MGC17403	4110	MAGEA11
170082	MGC17403	7186	TRAF2
170082	MGC17403	11007	DIPA
170082	MGC17403	22981	KIAA0980
170082	MGC17403	25788	RAD54B
170082	MGC17403	55888	ZNF167
170261	ZCCHC12	10513	APPBP2
170463	SSBP4	8861	LDB1
170463	SSBP4	26525	IL1F5
196383	MGC7036	196383	MGC7036
196441	MGC23401	11007	DIPA
196441	MGC23401	22981	KIAA0980
196472	MGC39520	5862	RAB2
196477	C12orf12	4188	MDFI
196477	C12orf12	5359	PLSCR1
196477	C12orf12	11030	RBPMS
196483	SB153	56952	PRTFDC1
196549	LOC196549	1937	EEF1G
200523	FLJ25369	4110	MAGEA11
200523	FLJ25369	9319	TRIP13
200523	FLJ25369	11030	RBPMS
201965	MGC10198	79734	KCTD17
202559	KHDRBS2	2130	EWSR1
202559	KHDRBS2	3190	HNRPK
202559	KHDRBS2	10656	KHDRBS3
202559	KHDRBS2	27316	RBMX
220082	NURIT	22981	KIAA0980
220082	NURIT	27229	76P
220082	NURIT	80817	KIAA1712
220082	NURIT	220082	NURIT
220108	FLJ30707	7718	ZNF165
220108	FLJ30707	8241	RBM10
220108	FLJ30707	79576	NKAP
220134	C18orf24	26258	PLDN
220136	CCDC11	11007	DIPA
220136	CCDC11	56159	TEX11
220686	LOC220686	10513	APPBP2
220766	MGC26143	862	RUNX1T1
220766	MGC26143	7965	JTV1
220766	MGC26143	51225	ABI3
220766	MGC26143	55885	LMO3
220766	MGC26143	79036	MGC2749
220766	MGC26143	79172	MGC11266
220766	MGC26143	90060	JM11
220766	MGC26143	127703	FLJ38984
220766	MGC26143	138046	LOC138046
220766	MGC26143	148223	C19orf25
220766	MGC26143	220766	MGC26143
220965	FAM13C1	11007	DIPA
221016	CCDC7	2130	EWSR1
221016	CCDC7	9391	WDR39
221302	C6orf113	79801	SHCBP1
221458	C6orf102	10513	APPBP2
222389	C10orf30	2010	EMD
222389	C10orf30	9491	PSMF1
222389	C10orf30	11338	U2AF2
222389	C10orf30	27111	SDCBP2
222389	C10orf30	60491	NIF3L1
222546	RFXDC1	2275	FHL3
222546	RFXDC1	5990	RFX2
222546	RFXDC1	5991	RFX3
222546	RFXDC1	8812	CCNK
222546	RFXDC1	26039	SS18L1
222546	RFXDC1	55885	LMO3
222546	RFXDC1	113878	DTX2
246329	STAC3	5465	PPARA
246329	STAC3	54819	ZCCHC10
246329	STAC3	246329	STAC3
253980	KCTD13	11143	MYST2
253980	KCTD13	51534	C6orf55
253980	KCTD13	79637	ARMC7
253980	KCTD13	79873	FLJ22494
253980	KCTD13	84708	LNX
253980	KCTD13	116225	ZMYND19
256369	C14orf48	220134	C18orf24
257397	TAB3	56911	C21orf7
283238	MGC34821	2130	EWSR1
283518	KCNRG	8812	CCNK
283518	KCNRG	9513	FXR2
283518	KCNRG	85359	DGCR6L
283518	KCNRG	91056	DKFZp761E198
283518	KCNRG	283518	KCNRG
283987	C17orf28	875	CBS
283987	C17orf28	5932	RBBP8
283987	C17orf28	57333	RCN3
283987	C17orf28	57596	KIAA1446
284058	LOC284058	3866	KRT15
284058	LOC284058	7186	TRAF2
284058	LOC284058	10197	PSME3
284058	LOC284058	10241	NDP52
284058	LOC284058	11007	DIPA
284058	LOC284058	22981	KIAA0980
284058	LOC284058	54550	EFCBP2
284058	LOC284058	80321	Cep70
284058	LOC284058	83878	USHBP1
284352	LOC284352	116225	ZMYND19
284352	LOC284352	222389	C10orf30
284403	C19orf14	5601	MAPK9
284440	MGC39821	5359	PLSCR1
284680	LOC284680	11007	DIPA
285596	NY-REN-7	8985	PLOD3
286075	LOC286075	4188	MDFI
286301	MGC42630	4188	MDFI
286301	MGC42630	11007	DIPA
286301	MGC42630	83755	KRTAP4-12
286451	MGC21416	78992	MGC3262
286514	MGC33889	2553	GABPB2
286514	MGC33889	4591	TRIM37
286514	MGC33889	7157	TP53
286514	MGC33889	10318	TNIP1
286514	MGC33889	84708	LNX
326624	RAB37	2130	EWSR1
339965	FLJ25770	9873	FCHSD2
339965	FLJ25770	26086	GPSM1
339965	FLJ25770	55577	NAGK
339965	FLJ25770	56904	SH3GLB2
339965	FLJ25770	112869	LOC112869
348487	FLJ36766	2130	EWSR1
348487	FLJ36766	2896	GRN
348487	FLJ36766	7447	VSNL1
348487	FLJ36766	8379	MAD1L1
348487	FLJ36766	9093	DNAJA3
374618	TEX9	153733	MGC39633
374659	MGC45386	9111	NMI
386618	KCTD4	9513	FXR2
386618	KCTD4	386618	KCTD4
387338	NSUN4	2130	EWSR1
387338	NSUN4	4110	MAGEA11
387923	C13orf21	1152	CKB
387923	C13orf21	2130	EWSR1
389741	MGC21881	4188	MDFI
404550	MGC17624	5530	PPP3CA
404550	MGC17624	9094	UNC119
414061	HCG3	2130	EWSR1
414157	C10orf62	4188	MDFI
414157	C10orf62	5359	PLSCR1
414157	C10orf62	9513	FXR2
414157	C10orf62	83755	KRTAP4-12
414301	DDI1	1856	DVL2
474354	LRRC18	79734	KCTD17
493861	LOC493861	10513	APPBP2
494514	C18orf56	4188	MDFI
541468	LOC541468	9146	HGS
541468	LOC541468	9342	SNAP29
541468	LOC541468	11338	U2AF2
541468	LOC541468	26258	PLDN
541468	LOC541468	55565	LOC55565
541468	LOC541468	55619	DOCK10
541468	LOC541468	80764	THAP7
541468	LOC541468	153733	MGC39633
541468	LOC541468	164127	FLJ35728
541468	LOC541468	170082	MGC17403
